architecture_num,avg
170,0.5684999982833863
171,0.5618999973773956
172,0.5329499998569489
173,0.5714999986171723
174,0.5412999996185303
175,0.5499999991416931
176,0.5395499997138977
177,0.5595499981880188
178,0.5689499989986421
179,0.5415499989032746
180,0.5265499972820282
181,0.5252500011444092
182,0.5396499989986421
183,0.5657499971866607
184,0.5321499999523163
185,0.5624499998092651
186,0.5671499987602233
187,0.5666999972343445
188,0.5673999985694885
189,0.5325999981403351
190,0.5539499987125397
191,0.5577499988079071
192,0.5670999985218048
193,0.5627499972343444
194,0.5600999990463257
195,0.5731000001907349
196,0.5583999987125396
197,0.5663999983310699
198,0.5579999989986419
199,0.5608499998569488
200,0.5561999999523163
201,0.5572000000953674
202,0.5230999991893768
203,0.5622499973773957
204,0.5239999978542328
205,0.5378999995231628
206,0.5241500008583069
207,0.5263999999046326
208,0.5622999975204468
209,0.5550499986171722
210,0.5412499975681304
211,0.557899998664856
212,0.5420999983310699
213,0.5563999999046325
214,0.5484499977588653
215,0.5600499988079071
216,0.5440500003814697
217,0.5714999974727629
218,0.5699499990940093
219,0.5265000006198883
220,0.5638499969959259
221,0.5305000008106231
222,0.5337500003337861
223,0.5366499991893768
224,0.552149999332428
225,0.5619499989986421
226,0.543700000333786
227,0.5594499989986419
228,0.5337999996185303
229,0.5569999999999999
230,0.5339500003814697
231,0.5588499985694886
232,0.5358499982833862
233,0.5271499992370605
234,0.5590999985218048
235,0.561599999332428
236,0.5359499978065491
237,0.5483499979972839
238,0.550900000333786
239,0.5616999986648559
240,0.5542999985218049
241,0.5431999994754789
242,0.5485999990940094
243,0.5386499989986421
244,0.5488499989509583
245,0.5526000000953675
246,0.5604499974250794
247,0.5177499987602234
248,0.5526999985218048
249,0.5533500000953675
250,0.5706499995708465
251,0.532149999666214
252,0.5678499970436096
253,0.5533499989986421
254,0.5631999979972839
255,0.5593499975204468
256,0.5736499989509583
257,0.5509499977588654
258,0.5484999990463257
259,0.5594499998569489
260,0.5532999987125397
261,0.5370999999046325
262,0.5346499990940095
263,0.5469999998092652
264,0.5437999992847442
265,0.5540999988079072
266,0.5521999978542328
267,0.5483500002861024
268,0.5471999997138977
269,0.5581499990463257
270,0.5544499991416931
271,0.5687499981880189
272,0.5162999982833862
273,0.5216999989986421
274,0.5514999994277954
275,0.5653999989986421
276,0.5714999992370606
277,0.5459499986171723
278,0.5369999983310699
279,0.5483999993801116
280,0.5516499987602234
281,0.5530499989509583
282,0.5546999973297121
283,0.5537499974727631
284,0.5508000004768372
285,0.5495000004291535
286,0.577799998664856
287,0.5673499987602234
288,0.5256999994754792
289,0.5358999991416931
290,0.5596499989032746
291,0.5348999995231629
292,0.5543999989032745
293,0.5483999978542328
294,0.5557499992847443
295,0.5382499999523163
296,0.5294000007152557
297,0.5591999976634979
298,0.5581999988555908
299,0.574849999666214
